Variable 1,Variable 2,Correlation
Notum_x,R-M-CTr_y,-0.47347824152803863
L-M-TiTa_z,Notum_x,0.4730541949082097
R-F-FeTi_y,R-F-TaG_z,-0.47301879058989355
R-F-ThC_x,R-M-CTr_z,-0.4727320974807638
L-H-ThC_x,L-M-TaG_x,0.4726412248023956
L-F-ThC_x,L-M-TaG_x,0.4725479738214408
R-H-ThC_z,R-M-FeTi_x,0.472110667865996
L-H-ThC_x,R-M-TaG_z,0.47107306427131473
L-M-FeTi_z,R-H-ThC_x,-0.47061059744803596
R-H-TiTa_x,R-M-FeTi_y,0.4705640852220027
R-H-CTr_z,R-H-TiTa_x,-0.4704920223946008
Notum_z,R-F-CTr_x,0.47029692783129823
L-H-TaG_x,L-H-TiTa_y,-0.4701024563429164
L-F-FeTi_z,Notum_z,-0.4699651356115697
R-F-CTr_z,R-F-TiTa_z,0.4695188019684987
L-F-TiTa_z,R-M-ThC_y,-0.4691421948004381
R-F-CTr_z,R-F-FeTi_z,0.4689536317450455
L-M-CTr_x,R-F-ThC_y,0.468749490307847
L-M-TaG_x,R-M-CTr_x,0.46854327257291795
L-H-CTr_x,R-M-TaG_x,0.46842390964274055
L-M-CTr_x,L-M-TiTa_z,-0.4669771458357344
L-M-TaG_z,R-F-ThC_z,-0.4667418013660536
L-H-ThC_x,R-F-TiTa_x,0.46648583379269914
L-F-ThC_x,L-M-TiTa_z,-0.46641612107135283
L-H-CTr_x,R-M-CTr_z,-0.46619084712372005
L-F-FeTi_y,L-F-TiTa_z,-0.46588425306756615
Notum_y,R-F-FeTi_x,-0.4658404788391357
R-F-TiTa_x,R-M-CTr_x,0.46564262171524895
L-WH_z,R-WH_x,-0.4655181528874181
R-F-CTr_x,R-F-ThC_z,0.4651361882979226
R-H-ThC_x,R-M-TaG_x,0.4650743207342858
R-M-TaG_x,R-M-ThC_x,0.4643787953548977
L-H-ThC_z,R-H-ThC_z,-0.4640024650816506
L-F-CTr_x,L-WH_z,-0.46397490942985914
R-F-TiTa_x,R-M-ThC_x,0.4639467479763178
L-F-TiTa_x,L-H-ThC_x,0.46362294314198516
L-M-TaG_x,Notum_y,-0.46357255187124474
R-F-TaG_x,R-F-ThC_x,0.4634136854729675
L-H-TiTa_x,L-H-TiTa_y,-0.462442034535718
Notum_y,R-M-CTr_y,-0.46237215546106136
L-H-ThC_x,R-M-CTr_z,-0.4614869508737768
L-M-TiTa_z,Notum_z,-0.4614003698044774
L-F-TiTa_z,R-F-ThC_y,-0.46126484351436403
R-F-ThC_y,R-M-TaG_z,0.46063916806292976
L-F-TiTa_x,R-H-ThC_x,0.4605725085065515
L-F-CTr_x,L-M-TaG_z,-0.4592505861802438
Notum_x,R-F-FeTi_x,-0.4590948938395724
L-M-FeTi_z,R-WH_z,-0.4582734053049941
R-H-CTr_z,R-H-TiTa_z,0.45755714930025093
L-M-CTr_x,Notum_z,0.45723211661846336
L-M-CTr_z,L-M-ThC_z,0.45659186040945576
Notum_y,R-F-ThC_z,-0.45628835674589463
R-H-CTr_y,R-H-TaG_y,0.4553761036266719
R-F-CTr_x,R-M-TaG_x,0.4551445134184669
R-F-TiTa_x,R-H-ThC_x,0.454932135902174
R-H-CTr_x,R-M-TaG_x,0.45481686618023986
R-F-TaG_x,R-M-CTr_x,0.4547553506600887
L-F-ThC_y,L-M-TaG_z,-0.45455412230187414
L-M-FeTi_z,R-F-ThC_x,-0.4537059838865804
L-F-TiTa_z,L-M-ThC_y,-0.4531336390944221
L-H-ThC_x,R-F-TaG_x,0.45282594776546176
R-F-TiTa_x,R-WH_z,0.4525905818796224
L-F-TiTa_x,R-M-ThC_x,0.45253151970354033
L-F-ThC_x,R-M-CTr_y,0.4519303147573685
R-F-TaG_x,R-M-ThC_x,0.45115713992205286
R-M-TaG_z,R-M-ThC_x,0.45071479770995465
R-M-TiTa_x,R-M-TiTa_z,-0.4506491139132972
L-H-FeTi_z,L-H-TiTa_x,-0.45060367474829677
L-M-TiTa_z,R-F-ThC_y,-0.45025348154275674
L-M-FeTi_z,Notum_x,0.45023379369963984
L-F-TaG_x,L-F-ThC_x,0.44915564332072666
L-H-TiTa_z,R-H-CTr_y,-0.4487514676769397
L-F-TiTa_x,R-M-CTr_x,0.4482852800346723
L-M-CTr_z,R-M-ThC_y,-0.44710016161285404
L-F-ThC_y,Notum_y,-0.4466524208599659
L-M-ThC_z,R-F-TiTa_x,-0.4465160917980884
R-F-CTr_x,R-M-TaG_z,0.44624880696179475
L-WH_z,R-H-CTr_x,-0.4457640929632863
L-M-TaG_x,R-H-ThC_x,0.44549033300634433
L-F-FeTi_x,L-M-CTr_x,0.445485397942958
L-M-FeTi_x,L-M-TaG_y,-0.44508875160858136
L-H-TaG_z,R-H-CTr_y,-0.44492255591719354
Notum_z,R-H-ThC_z,0.4441142853877214
L-F-TiTa_z,Notum_z,-0.443961449269915
L-F-ThC_z,R-F-ThC_z,-0.44320226223970516
L-F-TaG_x,R-F-ThC_x,0.4426293692398384
L-WH_x,L-WH_z,0.44138406855769263
L-M-ThC_x,R-M-CTr_y,0.44099128739807864
L-M-TaG_z,Notum_y,0.44085903322908593
L-M-FeTi_z,R-M-CTr_x,-0.44062849794402426
L-H-TaG_z,L-WH_z,0.4406139957292604
L-H-CTr_x,R-M-CTr_y,0.4401661432594677
R-H-TiTa_x,R-M-TiTa_y,0.44001565098157025
R-F-TaG_x,R-H-ThC_x,0.4398538666746686
L-F-TaG_x,L-M-ThC_z,-0.4396361791368182
L-M-TiTa_x,Notum_y,-0.43916596180501577
L-H-FeTi_z,L-H-TaG_x,-0.4389897857532084
L-M-CTr_x,R-F-TiTa_x,0.43880508628727266
L-H-CTr_x,L-M-TiTa_z,-0.4384463536388504
L-M-CTr_x,R-H-ThC_y,0.4382828909706105
L-M-TaG_x,Notum_x,-0.43788243526191667
R-F-TaG_x,R-WH_z,0.4372542304231069
L-M-TiTa_z,R-H-CTr_y,-0.43704478755032006
L-F-CTr_x,R-F-ThC_z,0.43683176745038815
R-M-CTr_x,R-M-TaG_z,0.4365890499087603
L-M-ThC_z,R-M-CTr_z,0.43644826141877435
L-M-ThC_x,L-M-TiTa_x,0.4355220079853857
L-M-TaG_x,R-F-ThC_y,0.43550213524615483
L-F-CTr_x,R-F-TiTa_x,0.43541966753692524
R-H-CTr_y,R-M-TaG_y,0.4353594506253339
L-H-CTr_y,L-M-CTr_z,-0.4346292117185976
L-H-TaG_z,R-H-CTr_z,0.4345812575008536
L-F-FeTi_x,L-F-ThC_x,0.43457828540822113
R-H-FeTi_y,R-H-TaG_x,0.4344312222722223
R-H-TaG_z,R-H-ThC_y,0.43390448027733064
L-H-CTr_x,L-H-FeTi_z,-0.4333785446467418
L-F-TaG_x,R-WH_z,0.43331251376563107
L-M-TiTa_z,R-H-CTr_x,-0.43301662108256306
L-H-CTr_z,L-M-CTr_y,-0.4325894728972511
L-H-CTr_x,R-F-FeTi_x,0.43228723838337135
L-F-TaG_z,L-H-ThC_y,-0.4322865678302502
L-M-TaG_z,R-F-CTr_x,-0.4322264460820621
R-F-CTr_y,R-M-CTr_y,0.4319852162353968
R-H-ThC_x,R-M-TaG_z,0.43169249598607434
L-M-FeTi_x,L-M-FeTi_y,-0.43155490260722135
L-H-TaG_y,L-H-TiTa_x,-0.43129824580923304
L-M-CTr_z,R-F-ThC_x,-0.43113627516741004
R-H-ThC_x,R-M-CTr_y,0.43090457994477177
L-M-ThC_x,R-F-TiTa_x,0.43073734298446437
L-M-FeTi_z,L-M-ThC_z,0.4303326357086944
L-M-ThC_x,R-M-TiTa_x,0.430250520989412
L-M-FeTi_x,L-M-TiTa_y,-0.43005832074219996
R-H-CTr_y,R-H-TiTa_z,-0.42986866457099393
L-WH_z,Notum_y,0.42976614440615507
L-M-CTr_x,L-M-TaG_x,0.42892544836556284
R-F-TiTa_y,R-F-TiTa_z,-0.42848370566423605
L-F-CTr_x,R-M-TaG_z,0.4284736122912807
L-M-ThC_z,R-F-TaG_x,-0.42834874722003297
R-H-TaG_y,R-M-FeTi_y,0.42822389192268817
Notum_x,R-M-TaG_z,-0.42798575435033215
L-M-TaG_x,L-M-ThC_z,-0.42782633392645764
L-F-TiTa_x,L-M-ThC_x,0.4276681492257948
L-M-TaG_x,R-M-ThC_x,0.42736393251166516
L-M-TiTa_x,R-WH_z,0.42661781182523756
Notum_y,R-M-TaG_x,-0.42649998507353043
L-WH_z,R-M-CTr_z,0.42645327142388617
L-M-FeTi_z,Notum_z,-0.42623136269480616
R-H-ThC_x,R-M-CTr_z,-0.4257723955514568
L-H-ThC_x,L-M-TiTa_x,0.42512580353243246
L-F-TiTa_z,R-H-ThC_y,-0.4248297447538604
L-M-TiTa_x,R-F-ThC_x,0.42470478750581503
L-F-TaG_x,L-F-TaG_y,0.4245711059138409
L-H-FeTi_z,L-M-TaG_z,0.4243541395119299
L-M-CTr_x,R-F-TaG_x,0.42392952954669416
L-M-FeTi_z,R-F-ThC_y,-0.4237317503243522
R-M-CTr_x,R-M-CTr_y,0.4234322588732782
L-F-TiTa_x,Notum_x,-0.4232601655751756
L-H-TaG_z,R-H-TiTa_z,0.422530045251695
L-M-ThC_x,L-M-TiTa_z,-0.4224029225859131
R-F-FeTi_x,R-H-CTr_x,0.42237426319674126
L-H-ThC_x,L-M-FeTi_z,-0.42230313266801456
L-H-FeTi_z,R-H-CTr_y,-0.42228388786636756
L-F-ThC_y,R-H-CTr_x,0.4221109876054837
L-M-FeTi_x,L-M-TaG_z,0.4220120410347204
R-H-CTr_y,R-M-ThC_y,0.42125072842253874
R-M-FeTi_x,R-M-TaG_z,-0.42094089730901585
L-F-CTr_x,L-M-TaG_x,0.42070663325324037
L-F-CTr_x,R-F-TaG_x,0.42070306179257694
L-F-ThC_x,L-M-TiTa_x,0.41980791683792656
L-M-TaG_x,R-M-ThC_y,0.4195001170295866
L-F-FeTi_x,R-F-ThC_x,0.4194224592012947
L-F-TaG_x,L-M-CTr_x,0.4191826498575853
L-F-FeTi_z,L-M-TaG_z,0.4190952954752292
L-M-CTr_z,R-F-CTr_x,-0.4188047173483259
L-M-FeTi_x,L-M-TiTa_z,0.4185843827126505
L-H-CTr_x,L-H-FeTi_y,-0.41807852138239693
L-M-FeTi_z,R-M-ThC_x,-0.4180779769021111
L-H-ThC_z,R-M-TaG_z,0.4173397753613534
R-F-ThC_z,R-H-ThC_y,0.4167603886765412
L-F-TiTa_x,L-H-CTr_x,0.416066439428164
L-M-CTr_z,L-M-TiTa_z,0.4156678298317364
L-H-CTr_x,L-M-TiTa_x,0.4154846903694712
L-F-TaG_x,R-H-ThC_x,0.41546630341635143
L-F-FeTi_z,L-F-ThC_y,-0.4150534233845351
L-H-CTr_z,R-H-TaG_x,-0.4146820814766618
L-F-FeTi_z,L-M-CTr_y,-0.4140649531974797
L-M-CTr_z,R-M-ThC_x,-0.41381281202782977
L-M-TaG_x,R-H-ThC_y,0.4120304983392437
L-F-TaG_z,L-M-TaG_z,0.4120005071347683
R-H-CTr_y,R-M-CTr_z,-0.41188930718981354
L-H-ThC_y,R-H-TaG_z,0.4115874528571403
L-H-TaG_z,L-M-CTr_x,-0.4110968944587139
R-F-ThC_z,R-M-ThC_y,0.41108956376576233
L-M-CTr_z,L-M-ThC_x,-0.4109428059870675
L-F-ThC_y,L-M-ThC_x,0.41092816979765157
R-H-TaG_x,R-M-CTr_y,0.4108400715865779
L-H-ThC_y,R-M-TaG_z,0.41075362230451967
L-M-CTr_x,L-M-FeTi_z,-0.4102184405218944
L-M-TiTa_x,R-M-CTr_x,0.40951633851367214
L-F-TaG_x,L-H-ThC_x,0.40946548386747283
L-WH_z,R-H-CTr_z,0.4094336945021307
L-M-CTr_x,R-M-TaG_z,0.4094137955870876
L-F-FeTi_x,L-H-ThC_x,0.4091184207605023
L-M-FeTi_z,R-H-CTr_y,-0.4090402392538595
R-H-TaG_y,R-M-TiTa_y,0.4088051789086513
L-F-TaG_x,Notum_x,-0.4082880777734295
L-M-ThC_x,R-F-TaG_x,0.4077610987993508
R-F-ThC_x,R-M-CTr_y,0.40708536577956184
R-H-CTr_x,R-H-FeTi_x,0.4062105512199942
L-H-ThC_z,R-M-FeTi_x,-0.40569987910127003
L-F-TaG_x,R-M-CTr_x,0.405560775383082
L-F-CTr_y,L-F-ThC_y,0.4054216145105429
L-WH_x,R-M-CTr_y,0.4053389263961418
L-M-TaG_z,L-WH_z,0.4051421455376507
R-H-TaG_x,R-M-TaG_y,0.40480916275094836
L-H-CTr_z,R-H-CTr_y,-0.40411369735729025
L-M-ThC_x,R-H-ThC_z,0.4031933619495172
Notum_x,R-F-TiTa_x,-0.40295667921047484
L-H-TaG_z,L-M-TaG_z,0.40292898863966775
R-F-CTr_y,R-M-ThC_y,0.40279548839740925
L-M-CTr_z,R-H-ThC_x,-0.4027372199399463
L-F-ThC_x,L-M-FeTi_z,-0.40246164445325455
L-F-TaG_x,R-M-ThC_x,0.4021129973391101
L-F-CTr_y,L-M-CTr_y,0.4017179279869376
R-H-ThC_x,R-H-ThC_z,0.4015152524808884
R-F-FeTi_x,R-H-ThC_y,0.4010257191637222
L-H-CTr_z,L-H-ThC_z,0.40089130147421187
R-M-FeTi_z,R-M-TiTa_x,-0.40072651468419895
L-M-CTr_x,R-M-CTr_z,-0.4003730972210979
Notum_z,R-H-TaG_z,0.3996889785366693
L-M-CTr_x,R-M-TiTa_x,0.3995280416295708
L-F-CTr_x,L-M-CTr_z,-0.3989678522190252
R-F-FeTi_x,R-F-ThC_y,0.39863317929080194
R-F-FeTi_x,R-M-TaG_z,0.39855743411984695
R-M-CTr_x,R-M-TiTa_x,0.39835051668049787
L-F-FeTi_z,L-M-TiTa_z,0.39769634124381054
L-F-FeTi_x,L-M-ThC_z,-0.39710834066903544
L-F-TaG_x,L-F-TiTa_y,0.39682057759147205
L-H-TiTa_z,R-H-TiTa_z,0.3963898758189412
L-M-ThC_y,L-WH_z,0.3960751122305552
L-F-TiTa_x,R-F-CTr_x,0.3955190399864121
L-F-CTr_z,L-M-CTr_x,-0.3954524021635036
L-H-CTr_y,L-H-TaG_x,-0.39421762005795463
R-H-CTr_z,R-M-ThC_x,-0.3938958392930767
L-M-TiTa_z,R-F-ThC_z,-0.39379909090281534
R-H-CTr_y,R-H-TiTa_y,0.3937804243856948
R-F-ThC_x,R-M-TiTa_x,0.39359835044060926
L-F-ThC_x,R-M-TiTa_x,0.3932547395632489
L-F-FeTi_x,R-WH_z,0.3930813484210905
L-M-CTr_z,R-M-CTr_x,-0.39300724501528045
L-M-ThC_y,R-H-TaG_z,0.3929195732797605
R-H-FeTi_y,R-H-TiTa_x,0.39247092220563123
L-H-ThC_x,L-M-CTr_z,-0.3921681564116671
Notum_y,R-F-TiTa_x,-0.39209939578170444
L-H-CTr_x,R-F-TiTa_x,0.3920810456620741
L-F-ThC_y,L-F-TiTa_z,-0.39180473737493754
R-H-CTr_x,R-M-TaG_z,0.3917433240500924
L-F-FeTi_y,L-F-TaG_z,-0.3915770101504595
R-H-FeTi_x,R-H-TiTa_y,0.3914562663489467
L-H-ThC_x,R-M-TiTa_x,0.3909858315369579
L-M-FeTi_x,L-M-TaG_x,0.39087332108874595
R-F-TiTa_x,R-H-CTr_x,0.3901086189368446
Notum_x,R-H-CTr_z,0.39008975527336176
L-WH_z,R-F-FeTi_x,-0.38966944477910376
R-F-ThC_z,R-H-ThC_z,0.38898071893648284
L-F-CTr_x,L-F-FeTi_y,0.3884679423786646
R-F-FeTi_x,R-M-ThC_y,0.38844048979811857
R-H-CTr_z,R-H-TaG_z,0.38746914891056705
L-H-TiTa_z,L-M-TaG_z,0.38743032457126875
R-H-TaG_y,R-H-TiTa_x,0.38732437187029245
L-F-ThC_y,R-M-TaG_z,0.3871925815116998
R-F-FeTi_y,R-H-TaG_x,0.3870878674932432
R-H-ThC_x,R-M-TiTa_x,0.38603868780080963
L-H-CTr_z,R-H-TiTa_x,-0.38547404848584016
L-M-TaG_x,R-H-CTr_x,0.38545939374429516
L-WH_z,R-M-TaG_x,-0.38545267670070243
R-H-TiTa_x,R-M-CTr_y,0.38531971234787565
L-F-TiTa_z,L-M-CTr_y,-0.3852770843184518
L-F-TaG_y,L-F-TiTa_x,0.3850688532682538
L-M-ThC_z,R-M-TiTa_x,-0.3845948644818398
Notum_x,R-F-TaG_x,-0.38458979989259523
R-H-FeTi_x,R-H-TaG_y,0.38452360966599747
R-H-ThC_z,R-WH_z,0.38410797965603966
L-WH_z,R-F-TiTa_x,-0.3840098059769215
L-M-CTr_x,L-M-TiTa_x,0.38378351122719967
R-F-CTr_y,R-F-TaG_z,-0.38360537559855873
Notum_x,R-M-TaG_x,-0.3831881810800456
R-M-CTr_y,R-M-TaG_z,0.383067392136945
R-H-TaG_z,R-M-ThC_y,0.3828848213402972
L-F-FeTi_x,R-M-ThC_x,0.3827728836979795
R-F-FeTi_y,R-H-TiTa_x,0.3827361203913994
R-M-TiTa_x,R-WH_z,0.38226426226696153
R-F-CTr_y,R-H-ThC_y,0.38206620283352594
L-F-TaG_x,L-M-ThC_x,0.3814234396929909
R-F-FeTi_x,R-M-FeTi_y,-0.3812187720475652
L-F-ThC_x,L-M-CTr_z,-0.3807337091454889
L-F-TiTa_z,L-M-TaG_z,0.38042555546489476
L-F-ThC_y,R-F-CTr_y,0.3802735150649524
L-H-ThC_y,L-H-ThC_z,0.38023454903410875
L-M-TiTa_x,R-H-ThC_x,0.3798500081797191
L-F-TaG_x,L-H-CTr_x,0.37962134161410527
R-F-ThC_y,R-M-TaG_x,0.3796052716930774
L-F-TiTa_x,L-WH_z,-0.37958861172160835
R-F-ThC_x,R-H-CTr_z,-0.37949749435672825
L-M-FeTi_y,L-M-TaG_x,-0.37940112609609294
L-M-CTr_z,L-M-ThC_y,-0.37908459257880833
L-F-FeTi_x,L-M-ThC_x,0.37901940011546714
L-M-FeTi_z,R-H-CTr_x,-0.37898924040142407
L-F-CTr_x,L-M-TiTa_z,-0.37874657332742107
L-F-TaG_z,L-M-TiTa_z,0.3785582711987871
L-F-FeTi_x,R-M-CTr_x,0.37832029514736204
Notum_x,R-M-CTr_z,0.37757032904181853
L-M-TiTa_x,R-M-ThC_x,0.37605281660130724
R-H-CTr_z,R-M-TiTa_y,-0.3760335423461363
R-H-CTr_z,R-M-CTr_x,-0.37570901859836414
L-F-CTr_x,L-M-TiTa_x,0.37558252301633155
L-F-FeTi_z,L-M-FeTi_z,0.37547296611772946
L-H-CTr_x,R-F-TaG_x,0.3754280349859157
R-H-ThC_z,R-M-TiTa_x,0.37525595936931766
R-M-CTr_y,R-M-TiTa_y,0.3750142055219702
Notum_z,R-F-FeTi_x,0.3749178519586083
L-H-TiTa_z,R-H-CTr_z,0.37484578197746166
L-F-FeTi_x,R-H-ThC_x,0.37472038016363407
R-M-ThC_x,R-M-TiTa_x,0.37469659661790045
L-M-TiTa_x,Notum_x,-0.3746831542250771
R-H-CTr_z,R-WH_y,0.37443158226960477
L-F-CTr_y,L-M-ThC_y,0.37409325597510007
L-H-TaG_z,R-H-TaG_z,0.37391228587518166
Notum_z,R-F-ThC_z,0.3734817570263893
L-M-TaG_x,L-M-TaG_y,-0.37333641266381523
L-F-FeTi_x,L-WH_z,-0.3731832028110117
L-H-TaG_z,R-F-ThC_x,-0.3728100801257969
R-H-CTr_z,R-M-CTr_y,-0.37240341118732295
L-F-TaG_z,R-H-CTr_x,-0.372388483795668
L-H-FeTi_z,L-WH_z,0.37208857818304913
L-H-FeTi_z,L-M-CTr_x,-0.3718447679356019
R-H-TiTa_x,R-M-TaG_y,0.3716775850491867
R-M-CTr_y,R-M-ThC_x,0.3713172748292603
L-M-ThC_z,L-M-TiTa_x,-0.3711479858132858
R-H-CTr_x,R-M-TiTa_x,0.3708460715595388
L-WH_z,R-F-TaG_x,-0.3708413294524493
L-F-CTr_z,L-F-TaG_z,0.37038282099384884
R-M-CTr_z,R-M-ThC_y,-0.3692836540640135
L-F-ThC_z,R-WH_x,-0.3689336304763503
L-F-CTr_y,R-M-CTr_y,0.3688957472586443
R-H-TiTa_y,R-M-FeTi_y,0.36821980827594547
Notum_y,R-F-TaG_x,-0.36755599788912513
L-F-FeTi_x,L-H-CTr_x,0.36745548575750675
L-H-ThC_y,L-M-TaG_z,-0.36691423076174945
L-M-ThC_z,R-H-ThC_z,-0.36661502189380096
L-H-CTr_x,L-M-FeTi_z,-0.3663081635757062
R-F-FeTi_x,R-F-ThC_z,0.3662616074099089
L-F-TaG_z,Notum_y,0.3661154809108732
L-F-TaG_x,R-M-ThC_y,0.36608556053439417
L-M-FeTi_z,R-F-ThC_z,-0.36604167385651915
L-F-TaG_x,R-F-ThC_y,0.36563924336327475
R-H-TaG_x,R-H-TiTa_y,0.3652066323660809
L-H-TiTa_z,L-WH_z,0.365045396773179
L-F-FeTi_z,L-H-ThC_y,-0.36491511133267374
L-M-TaG_x,R-M-TaG_z,0.36451706196119443
L-M-CTr_z,L-M-FeTi_z,0.3644741249889861
L-M-TaG_x,Notum_z,0.36426881285411344
R-F-TaG_x,R-H-CTr_x,0.36378138810504185
L-H-CTr_y,L-H-TiTa_x,-0.3637133428495888
R-H-CTr_z,R-M-TaG_y,-0.3633837933978225
L-H-FeTi_z,L-M-TiTa_z,0.3629776425680423
R-M-CTr_z,R-M-ThC_z,0.3624714028099041
L-H-ThC_x,R-H-CTr_z,-0.36228594121997065
L-F-CTr_x,R-M-TaG_x,0.3622701226820819
R-H-TiTa_y,R-M-TiTa_y,0.36206739752097683
Notum_x,R-H-CTr_y,-0.3619573415727284
R-M-ThC_z,R-M-TiTa_z,-0.3615862908273853
L-F-TiTa_z,L-M-TiTa_z,0.3611114784294423
R-F-TiTa_x,R-H-ThC_y,0.3610318437324253
R-H-FeTi_x,R-H-ThC_z,0.36073490955378285
L-F-FeTi_z,L-F-TiTa_y,-0.3600875239036686
L-F-ThC_y,L-M-TiTa_z,-0.3600316761719556
L-H-TaG_z,R-F-ThC_z,-0.3591993649182045
L-WH_x,R-M-ThC_y,0.3590632772738955
R-F-CTr_x,R-M-TiTa_x,0.3590540338729084
R-M-CTr_z,R-M-TaG_y,-0.35902886819040264
L-F-ThC_y,R-H-TaG_z,0.3580632891809112
L-H-CTr_x,R-M-TiTa_x,0.35763475584275956
L-M-FeTi_z,L-M-ThC_x,-0.3572472226293506
L-H-CTr_y,L-M-ThC_y,0.3571447545170741
R-F-CTr_y,R-H-CTr_y,0.3568901787862912
L-H-CTr_x,L-M-CTr_z,-0.3566868556479471
L-H-CTr_x,R-H-CTr_z,-0.35656027435572923
R-H-CTr_x,R-H-TaG_z,0.35580904308011413
L-F-CTr_z,L-H-TaG_z,0.3555737243563643
L-F-TaG_x,R-H-ThC_y,0.3552606649512417
R-F-TaG_x,R-H-ThC_y,0.3550042984220688
L-H-TiTa_x,R-M-CTr_y,0.35445079790466955
R-M-CTr_y,R-WH_x,-0.3543503509606473
L-H-TiTa_x,R-WH_z,0.3540087259156193
L-F-FeTi_z,R-H-CTr_x,-0.3538954280791851
L-F-TiTa_x,L-F-TiTa_y,0.35388931791922523
L-H-CTr_x,L-H-TaG_z,-0.35385921227114203
L-F-CTr_x,R-H-TaG_z,0.3535271169100765
R-H-CTr_y,R-H-ThC_y,0.35350552610402636
L-M-CTr_y,R-H-CTr_x,0.3533998429867044
L-F-ThC_z,L-WH_x,0.35335537850599524
L-F-TaG_z,L-M-FeTi_z,0.3529981198274392
L-F-TaG_x,R-F-CTr_x,0.3529223349634082
L-F-CTr_z,L-H-CTr_x,-0.3527085152423589
L-F-CTr_z,L-H-ThC_x,-0.35262637653991624
L-H-FeTi_y,L-H-TaG_z,0.35248973583721654
L-H-CTr_x,L-H-FeTi_x,0.35248114441575973
L-M-TaG_z,L-M-ThC_y,-0.3524058499901181
L-M-ThC_x,R-M-CTr_z,-0.35233716091363143
R-F-CTr_x,R-H-FeTi_y,-0.3518449596270411
L-H-CTr_z,Notum_z,-0.3517706369619814
L-M-TiTa_x,R-F-ThC_y,0.35106597365961234
L-H-TiTa_x,L-M-ThC_z,-0.349937953594889
R-F-FeTi_y,R-H-CTr_y,0.34985952404674847
Notum_y,R-M-CTr_z,0.3495101964157098
L-M-ThC_y,R-F-TaG_z,-0.3491689777217052
L-H-FeTi_x,R-M-FeTi_y,0.3490311797019079
L-F-ThC_x,R-H-CTr_z,-0.34902824721218895
L-F-FeTi_z,R-H-CTr_y,-0.348976252817048
L-H-CTr_x,L-H-TiTa_z,-0.34890555322050554
R-M-CTr_z,R-M-TiTa_y,-0.34882551979907445
L-H-TaG_z,L-H-ThC_x,-0.3488117252678373
L-M-TiTa_x,R-M-TaG_z,0.3487452799290219
L-F-CTr_y,R-H-ThC_y,0.34873443704771573
L-H-ThC_z,R-M-TiTa_z,0.3486477211882135
L-H-ThC_x,R-M-CTr_y,0.34826192603493095
R-F-TaG_x,R-M-FeTi_y,-0.3481504347347754
L-H-ThC_y,Notum_z,0.3480214035779475
L-M-CTr_z,R-WH_z,-0.3478136560465494
L-H-FeTi_z,L-H-TaG_y,0.3474209046710314
L-F-CTr_y,R-M-ThC_y,0.3473507494408354
L-M-FeTi_x,L-M-FeTi_z,0.3471343883260645
L-F-ThC_z,L-WH_z,0.34698063417492087
L-H-TiTa_z,L-M-CTr_x,-0.3464596889098903
L-F-FeTi_z,R-WH_z,-0.3463451693352867
L-H-CTr_y,R-H-CTr_y,0.3461276169525956
R-M-ThC_z,R-WH_x,0.34608563026558276
Notum_z,R-M-TaG_z,0.3459612754981881
L-H-CTr_z,L-H-FeTi_z,0.34594716730445485
L-H-FeTi_z,R-F-ThC_x,-0.3454240899615874
L-F-TiTa_z,R-H-CTr_y,-0.34486871284880427
L-H-TiTa_x,R-M-CTr_x,0.34478133870538513
L-M-TaG_x,R-F-CTr_x,0.3446478835743908
L-H-FeTi_z,R-M-CTr_x,-0.34399995432353286
L-H-FeTi_x,R-M-TaG_y,0.3439627621785235
R-H-TaG_y,R-M-TaG_y,0.3436460903621549
L-F-TiTa_x,Notum_y,-0.3434317094421967
L-M-CTr_z,Notum_x,0.34316633768165977
R-H-ThC_z,R-M-ThC_x,0.3429971521039115
R-M-TaG_x,R-M-ThC_y,0.3429861506873824
R-H-CTr_z,R-WH_z,-0.3427407002975398
Notum_z,R-M-TaG_x,0.34265946697108635
R-F-ThC_z,R-M-TaG_x,0.34261889091005504
L-F-CTr_x,L-M-FeTi_z,-0.3425555304329707
L-F-CTr_z,R-F-ThC_x,-0.3423827522151432
L-F-TiTa_x,R-F-ThC_y,0.34228092427654444
R-F-TiTa_x,R-M-ThC_y,0.34220833556135355
L-H-FeTi_z,R-F-ThC_z,-0.3420001919025699
R-H-FeTi_x,R-M-TiTa_y,0.3416019653079072
L-F-TaG_x,R-M-TaG_z,0.3412761256231577
L-M-TiTa_z,L-WH_z,0.3410734690065992
L-H-TiTa_x,L-M-TaG_z,-0.3409556245841065
L-F-TiTa_x,R-M-TaG_z,0.3407339516832378
R-H-FeTi_x,R-M-CTr_y,0.340548002154858
L-H-FeTi_z,Notum_x,0.34039707430888927
L-F-CTr_y,R-F-ThC_y,0.34028860749791073
L-F-ThC_y,L-M-FeTi_z,-0.34027337873158503
L-F-TaG_z,R-WH_z,-0.33995187195390264
L-H-CTr_z,L-M-TaG_z,0.339915113197651
R-F-TaG_y,R-M-TaG_y,0.3398662493123375
L-F-TaG_z,R-H-CTr_y,-0.33957404596053165
L-WH_x,R-H-ThC_y,0.3395216312659386
L-M-CTr_y,L-M-TaG_z,-0.33943022087623137
L-H-TaG_z,R-M-TiTa_y,-0.33941910850915086
L-H-ThC_y,R-M-ThC_z,-0.33923107551010523
L-H-TaG_z,R-H-TaG_x,-0.338715857181818
L-H-TiTa_z,R-M-TiTa_y,-0.33860097324284466
