Variable 1,Variable 2,Correlation,Type
L-F-TaG_z,Notum_z,-0.5254240332099906,XYZ-XYZ
L-H-ThC_x,Notum_z,0.5253809070731861,XYZ-XYZ
L-M-CTr_y,L-WH_x,0.525246740454032,XYZ-XYZ
L-M-TaG_z,R-F-ThC_y,-0.5247384257493418,XYZ-XYZ
L-F-ThC_z,R-H-ThC_z,-0.5246866232345746,XYZ-XYZ
R-M-CTr_x,R-M-CTr_z,-0.5243322394833613,XYZ-XYZ
L-F-CTr_x,R-M-ThC_y,0.5239184710703857,XYZ-XYZ
L-M-TiTa_z,R-F-ThC_x,-0.5233214867934768,XYZ-XYZ
R-M-FeTi_x,R-M-ThC_z,0.5224258879409832,XYZ-XYZ
R-H-CTr_x,R-H-ThC_z,0.5220432632443638,XYZ-XYZ
R-F-CTr_y,R-F-FeTi_z,-0.521996335677023,XYZ-XYZ
R-H-CTr_y,R-M-TiTa_y,0.5216932624161453,XYZ-XYZ
Notum_y,R-H-ThC_y,-0.5210197626820986,XYZ-XYZ
Notum_x,Notum_z,-0.520198410807821,XYZ-XYZ
Notum_x,R-H-CTr_x,-0.5191686563552719,XYZ-XYZ
L-H-CTr_x,L-H-TiTa_x,0.5189454463902061,XYZ-XYZ
R-F-CTr_y,R-F-TiTa_z,-0.5188185415389328,XYZ-XYZ
L-M-TiTa_z,R-H-ThC_x,-0.5182186848977693,XYZ-XYZ
L-F-FeTi_z,R-M-ThC_y,-0.51601017884088,XYZ-XYZ
L-M-FeTi_z,R-H-ThC_y,-0.5158046359770726,XYZ-XYZ
L-H-ThC_x,R-F-FeTi_x,0.5145165998326187,XYZ-XYZ
L-M-TiTa_z,R-H-ThC_y,-0.5139082177640746,XYZ-XYZ
L-H-FeTi_z,L-H-TiTa_y,0.5136711741619218,XYZ-XYZ
R-M-TaG_z,R-M-ThC_y,0.5125598105263276,XYZ-XYZ
Notum_y,R-M-TaG_z,-0.5118011595923728,XYZ-XYZ
L-F-CTr_y,L-F-TaG_z,-0.5111715725774342,XYZ-XYZ
R-F-FeTi_x,R-M-CTr_x,0.5107786377564831,XYZ-XYZ
R-H-ThC_y,R-M-TaG_z,0.5105392295938648,XYZ-XYZ
R-M-CTr_y,R-M-CTr_z,-0.5103685392231553,XYZ-XYZ
L-F-ThC_x,R-M-TaG_x,0.5102161205496635,XYZ-XYZ
L-F-CTr_x,Notum_z,0.5100974264089942,XYZ-XYZ
L-H-CTr_x,Notum_z,0.5095983490902567,XYZ-XYZ
L-H-CTr_z,L-H-TiTa_z,0.5095609544174279,XYZ-XYZ
R-F-CTr_x,R-F-ThC_y,0.5080867995346848,XYZ-XYZ
L-M-CTr_z,L-M-TaG_z,0.5080431958478551,XYZ-XYZ
L-M-TiTa_z,R-WH_z,-0.5075246161842457,XYZ-XYZ
L-F-FeTi_x,L-F-TiTa_y,0.5072144161012037,XYZ-XYZ
L-F-TaG_z,L-F-ThC_y,-0.5067762927738211,XYZ-XYZ
R-F-FeTi_x,R-M-ThC_x,0.5067239896866917,XYZ-XYZ
L-F-TaG_z,R-H-ThC_y,-0.5062022576464204,XYZ-XYZ
L-M-CTr_z,R-M-CTr_y,-0.5058693640134653,XYZ-XYZ
R-H-ThC_y,R-M-ThC_x,0.505694654483841,XYZ-XYZ
R-H-FeTi_x,R-H-FeTi_y,0.5056157735507149,XYZ-XYZ
L-M-ThC_z,R-M-CTr_y,-0.5055857767297813,XYZ-XYZ
L-H-CTr_y,L-M-CTr_y,0.5050461691040244,XYZ-XYZ
L-M-ThC_z,R-M-TaG_z,-0.5045126509065837,XYZ-XYZ
R-H-TaG_x,R-M-FeTi_y,0.5037258933425587,XYZ-XYZ
R-F-FeTi_x,R-WH_z,0.5018110225151939,XYZ-XYZ
L-M-TiTa_z,R-M-ThC_y,-0.5017377088626076,XYZ-XYZ
L-M-TiTa_z,R-M-CTr_x,-0.5016891973345338,XYZ-XYZ
L-F-FeTi_z,R-F-ThC_y,-0.5008733270613623,XYZ-XYZ
R-F-FeTi_x,R-H-ThC_x,0.4998125572931764,XYZ-XYZ
L-M-TaG_z,Notum_z,-0.4997572488372794,XYZ-XYZ
L-H-ThC_x,R-H-ThC_y,0.4995658183970736,XYZ-XYZ
R-F-ThC_x,R-M-TaG_x,0.49941576092686585,XYZ-XYZ
L-F-CTr_z,L-F-FeTi_z,0.49900512146541115,XYZ-XYZ
L-M-ThC_y,Notum_z,0.49785416058104237,XYZ-XYZ
L-M-CTr_z,R-H-ThC_y,-0.4975421932684095,XYZ-XYZ
L-M-TaG_z,R-H-CTr_x,-0.49696141852631653,XYZ-XYZ
L-F-CTr_z,L-F-TiTa_z,0.4963399074200749,XYZ-XYZ
L-F-ThC_x,L-F-TiTa_x,0.4957961727984588,XYZ-XYZ
L-F-FeTi_y,L-F-TiTa_x,0.49507020160937837,XYZ-XYZ
R-M-CTr_y,R-WH_z,0.4949381137954457,XYZ-XYZ
L-M-ThC_z,R-F-FeTi_x,-0.49393717380836055,XYZ-XYZ
L-M-FeTi_z,R-M-ThC_y,-0.49340375388038016,XYZ-XYZ
R-H-CTr_y,R-M-FeTi_y,0.49309003958523123,XYZ-XYZ
L-F-TiTa_z,R-M-CTr_y,-0.492952863325515,XYZ-XYZ
L-F-ThC_x,R-F-TiTa_x,0.49281646294396025,XYZ-XYZ
R-H-TaG_x,R-H-TaG_y,0.49262089537743375,XYZ-XYZ
R-M-CTr_z,R-M-ThC_x,-0.4924520862364824,XYZ-XYZ
Notum_x,R-F-ThC_y,-0.49243879038054406,XYZ-XYZ
L-F-FeTi_y,L-F-FeTi_z,-0.4923816835208848,XYZ-XYZ
L-M-CTr_z,Notum_y,0.4903562066000504,XYZ-XYZ
L-M-ThC_x,R-M-TaG_z,0.4901187342388563,XYZ-XYZ
R-H-CTr_z,R-H-TaG_x,-0.4898953761482715,XYZ-XYZ
L-H-ThC_x,R-M-TaG_x,0.4898817439487312,XYZ-XYZ
L-H-CTr_x,R-M-TaG_z,0.48947421409415776,XYZ-XYZ
L-H-ThC_x,L-M-TiTa_z,-0.4891390540909588,XYZ-XYZ
R-H-ThC_z,R-WH_y,0.4888665138807879,XYZ-XYZ
L-H-CTr_x,L-H-TaG_x,0.4888298971115726,XYZ-XYZ
L-M-CTr_x,R-M-TaG_x,0.4887036631442611,XYZ-XYZ
L-M-TiTa_z,R-M-CTr_y,-0.48802511520120606,XYZ-XYZ
L-F-TiTa_x,R-F-ThC_x,0.48797047696483253,XYZ-XYZ
L-M-ThC_z,L-M-TiTa_z,0.487714137481177,XYZ-XYZ
L-H-FeTi_y,L-H-TiTa_z,0.4875334354341932,XYZ-XYZ
L-F-ThC_x,R-M-CTr_z,-0.48725239884322713,XYZ-XYZ
L-M-TaG_x,R-WH_z,0.48713390683407043,XYZ-XYZ
R-F-ThC_y,R-H-TaG_z,0.486128596268741,XYZ-XYZ
L-M-FeTi_z,R-M-CTr_y,-0.4851425585870568,XYZ-XYZ
L-M-TaG_x,R-F-ThC_x,0.484817644267322,XYZ-XYZ
L-M-CTr_x,R-M-ThC_y,0.48412239823609027,XYZ-XYZ
L-F-FeTi_z,L-M-ThC_y,-0.4825495693137203,XYZ-XYZ
R-M-CTr_x,R-M-TaG_x,0.48228272748007944,XYZ-XYZ
R-M-TaG_x,R-WH_z,0.4818075505318399,XYZ-XYZ
L-M-CTr_z,R-H-CTr_x,-0.4815308339039637,XYZ-XYZ
L-F-TaG_z,L-M-CTr_y,-0.4813403692994761,XYZ-XYZ
R-F-ThC_x,R-M-TaG_z,0.4812460335556867,XYZ-XYZ
L-M-FeTi_x,L-M-TiTa_x,0.48096125455080857,XYZ-XYZ
R-M-CTr_z,R-WH_z,-0.48074882479271036,XYZ-XYZ
L-M-TiTa_z,R-M-ThC_x,-0.48062479376985806,XYZ-XYZ
R-H-TaG_x,R-M-TiTa_y,0.4802420808027479,XYZ-XYZ
L-M-ThC_z,R-M-TaG_x,-0.47986065295361263,XYZ-XYZ
R-F-CTr_x,R-M-ThC_y,0.47876972006337826,XYZ-XYZ
L-M-ThC_x,R-F-FeTi_x,0.47857434070648097,XYZ-XYZ
L-H-TaG_x,L-H-TaG_y,-0.47761756468039746,XYZ-XYZ
R-F-ThC_z,R-H-CTr_x,0.47735850424301346,XYZ-XYZ
L-F-TiTa_x,L-M-ThC_z,-0.4773499425548246,XYZ-XYZ
L-H-FeTi_x,L-H-FeTi_z,-0.47724457466132497,XYZ-XYZ
L-M-CTr_x,R-F-FeTi_x,0.4771284737131958,XYZ-XYZ
R-F-ThC_x,R-F-TiTa_x,0.4766435588559069,XYZ-XYZ
L-M-TaG_x,L-M-ThC_x,0.4763199757666163,XYZ-XYZ
L-F-CTr_x,R-F-FeTi_x,0.47617834598007364,XYZ-XYZ
L-F-TiTa_x,L-M-CTr_x,0.47612086567549805,XYZ-XYZ
R-H-CTr_x,R-M-CTr_y,0.4758873601448436,XYZ-XYZ
L-H-ThC_z,R-M-CTr_z,-0.47569828108195067,XYZ-XYZ
L-M-TaG_z,R-H-CTr_y,-0.47563497842407376,XYZ-XYZ
L-F-TiTa_x,R-WH_z,0.4753909960725514,XYZ-XYZ
L-H-CTr_x,L-M-TaG_x,0.47537950778660987,XYZ-XYZ
L-F-FeTi_z,R-H-ThC_y,-0.475339135994114,XYZ-XYZ
R-F-ThC_y,R-F-ThC_z,0.47500744336144823,XYZ-XYZ
L-F-ThC_x,R-F-TaG_x,0.4748910596591519,XYZ-XYZ
R-M-TaG_z,R-WH_z,0.4743911500303222,XYZ-XYZ
R-F-CTr_x,R-H-ThC_y,0.4742212654222423,XYZ-XYZ
R-F-FeTi_z,R-F-TiTa_y,-0.47357584991683843,XYZ-XYZ
Notum_x,R-M-CTr_y,-0.4734782415280387,XYZ-XYZ
L-M-TiTa_z,Notum_x,0.4730541949082097,XYZ-XYZ
R-F-FeTi_y,R-F-TaG_z,-0.47301879058989355,XYZ-XYZ
R-F-ThC_x,R-M-CTr_z,-0.4727320974807638,XYZ-XYZ
L-H-ThC_x,L-M-TaG_x,0.4726412248023956,XYZ-XYZ
L-F-ThC_x,L-M-TaG_x,0.4725479738214408,XYZ-XYZ
R-H-ThC_z,R-M-FeTi_x,0.47211066786599604,XYZ-XYZ
L-H-ThC_x,R-M-TaG_z,0.47107306427131473,XYZ-XYZ
L-M-FeTi_z,R-H-ThC_x,-0.47061059744803596,XYZ-XYZ
R-H-TiTa_x,R-M-FeTi_y,0.47056408522200277,XYZ-XYZ
R-H-CTr_z,R-H-TiTa_x,-0.47049202239460075,XYZ-XYZ
Notum_z,R-F-CTr_x,0.47029692783129823,XYZ-XYZ
L-H-TaG_x,L-H-TiTa_y,-0.47010245634291636,XYZ-XYZ
L-F-FeTi_z,Notum_z,-0.4699651356115697,XYZ-XYZ
R-F-CTr_z,R-F-TiTa_z,0.4695188019684987,XYZ-XYZ
L-F-TiTa_z,R-M-ThC_y,-0.4691421948004382,XYZ-XYZ
R-F-CTr_z,R-F-FeTi_z,0.4689536317450455,XYZ-XYZ
L-M-CTr_x,R-F-ThC_y,0.46874949030784696,XYZ-XYZ
L-M-TaG_x,R-M-CTr_x,0.46854327257291795,XYZ-XYZ
L-H-CTr_x,R-M-TaG_x,0.46842390964274055,XYZ-XYZ
L-M-CTr_x,L-M-TiTa_z,-0.4669771458357344,XYZ-XYZ
L-M-TaG_z,R-F-ThC_z,-0.4667418013660536,XYZ-XYZ
L-H-ThC_x,R-F-TiTa_x,0.4664858337926991,XYZ-XYZ
L-F-ThC_x,L-M-TiTa_z,-0.4664161210713529,XYZ-XYZ
L-H-CTr_x,R-M-CTr_z,-0.46619084712372005,XYZ-XYZ
L-F-FeTi_y,L-F-TiTa_z,-0.4658842530675661,XYZ-XYZ
Notum_y,R-F-FeTi_x,-0.46584047883913576,XYZ-XYZ
R-F-TiTa_x,R-M-CTr_x,0.46564262171524895,XYZ-XYZ
L-WH_z,R-WH_x,-0.4655181528874181,XYZ-XYZ
R-F-CTr_x,R-F-ThC_z,0.46513618829792264,XYZ-XYZ
R-H-ThC_x,R-M-TaG_x,0.46507432073428573,XYZ-XYZ
R-M-TaG_x,R-M-ThC_x,0.4643787953548977,XYZ-XYZ
L-H-ThC_z,R-H-ThC_z,-0.46400246508165066,XYZ-XYZ
L-F-CTr_x,L-WH_z,-0.4639749094298592,XYZ-XYZ
R-F-TiTa_x,R-M-ThC_x,0.4639467479763178,XYZ-XYZ
L-F-TiTa_x,L-H-ThC_x,0.4636229431419852,XYZ-XYZ
L-M-TaG_x,Notum_y,-0.46357255187124474,XYZ-XYZ
R-F-TaG_x,R-F-ThC_x,0.4634136854729676,XYZ-XYZ
L-H-TiTa_x,L-H-TiTa_y,-0.462442034535718,XYZ-XYZ
Notum_y,R-M-CTr_y,-0.46237215546106136,XYZ-XYZ
L-H-ThC_x,R-M-CTr_z,-0.4614869508737768,XYZ-XYZ
L-M-TiTa_z,Notum_z,-0.4614003698044774,XYZ-XYZ
L-F-TiTa_z,R-F-ThC_y,-0.461264843514364,XYZ-XYZ
R-F-ThC_y,R-M-TaG_z,0.46063916806292976,XYZ-XYZ
L-F-TiTa_x,R-H-ThC_x,0.4605725085065515,XYZ-XYZ
L-F-CTr_x,L-M-TaG_z,-0.4592505861802437,XYZ-XYZ
Notum_x,R-F-FeTi_x,-0.4590948938395724,XYZ-XYZ
L-M-FeTi_z,R-WH_z,-0.4582734053049941,XYZ-XYZ
R-H-CTr_z,R-H-TiTa_z,0.457557149300251,XYZ-XYZ
L-M-CTr_x,Notum_z,0.45723211661846336,XYZ-XYZ
L-M-CTr_z,L-M-ThC_z,0.4565918604094557,XYZ-XYZ
Notum_y,R-F-ThC_z,-0.45628835674589463,XYZ-XYZ
R-H-CTr_y,R-H-TaG_y,0.45537610362667197,XYZ-XYZ
R-F-CTr_x,R-M-TaG_x,0.4551445134184669,XYZ-XYZ
R-F-TiTa_x,R-H-ThC_x,0.4549321359021741,XYZ-XYZ
R-H-CTr_x,R-M-TaG_x,0.4548168661802399,XYZ-XYZ
R-F-TaG_x,R-M-CTr_x,0.45475535066008865,XYZ-XYZ
L-F-ThC_y,L-M-TaG_z,-0.45455412230187414,XYZ-XYZ
L-M-FeTi_z,R-F-ThC_x,-0.45370598388658046,XYZ-XYZ
L-F-TiTa_z,L-M-ThC_y,-0.45313363909442217,XYZ-XYZ
L-H-ThC_x,R-F-TaG_x,0.45282594776546176,XYZ-XYZ
R-F-TiTa_x,R-WH_z,0.4525905818796224,XYZ-XYZ
L-F-TiTa_x,R-M-ThC_x,0.45253151970354033,XYZ-XYZ
L-F-ThC_x,R-M-CTr_y,0.45193031475736845,XYZ-XYZ
R-F-TaG_x,R-M-ThC_x,0.4511571399220529,XYZ-XYZ
R-M-TaG_z,R-M-ThC_x,0.4507147977099547,XYZ-XYZ
R-M-TiTa_x,R-M-TiTa_z,-0.45064911391329715,XYZ-XYZ
L-H-FeTi_z,L-H-TiTa_x,-0.45060367474829677,XYZ-XYZ
L-M-TiTa_z,R-F-ThC_y,-0.4502534815427568,XYZ-XYZ
L-M-FeTi_z,Notum_x,0.4502337936996399,XYZ-XYZ
L-F-TaG_x,L-F-ThC_x,0.44915564332072666,XYZ-XYZ
L-H-TiTa_z,R-H-CTr_y,-0.4487514676769397,XYZ-XYZ
L-F-TiTa_x,R-M-CTr_x,0.4482852800346722,XYZ-XYZ
L-M-CTr_z,R-M-ThC_y,-0.44710016161285404,XYZ-XYZ
L-F-ThC_y,Notum_y,-0.44665242085996587,XYZ-XYZ
L-M-ThC_z,R-F-TiTa_x,-0.4465160917980884,XYZ-XYZ
R-F-CTr_x,R-M-TaG_z,0.4462488069617948,XYZ-XYZ
L-WH_z,R-H-CTr_x,-0.44576409296328634,XYZ-XYZ
L-M-TaG_x,R-H-ThC_x,0.44549033300634433,XYZ-XYZ
L-F-FeTi_x,L-M-CTr_x,0.445485397942958,XYZ-XYZ
L-M-FeTi_x,L-M-TaG_y,-0.44508875160858136,XYZ-XYZ
L-H-TaG_z,R-H-CTr_y,-0.4449225559171936,XYZ-XYZ
Notum_z,R-H-ThC_z,0.4441142853877214,XYZ-XYZ
L-F-TiTa_z,Notum_z,-0.443961449269915,XYZ-XYZ
L-F-ThC_z,R-F-ThC_z,-0.44320226223970516,XYZ-XYZ
L-F-TaG_x,R-F-ThC_x,0.4426293692398385,XYZ-XYZ
L-WH_x,L-WH_z,0.44138406855769263,XYZ-XYZ
L-M-ThC_x,R-M-CTr_y,0.4409912873980787,XYZ-XYZ
L-M-TaG_z,Notum_y,0.440859033229086,XYZ-XYZ
L-M-FeTi_z,R-M-CTr_x,-0.44062849794402426,XYZ-XYZ
L-H-TaG_z,L-WH_z,0.44061399572926035,XYZ-XYZ
L-H-CTr_x,R-M-CTr_y,0.4401661432594676,XYZ-XYZ
R-H-TiTa_x,R-M-TiTa_y,0.44001565098157025,XYZ-XYZ
R-F-TaG_x,R-H-ThC_x,0.4398538666746686,XYZ-XYZ
L-F-TaG_x,L-M-ThC_z,-0.4396361791368182,XYZ-XYZ
L-M-TiTa_x,Notum_y,-0.43916596180501577,XYZ-XYZ
L-H-FeTi_z,L-H-TaG_x,-0.4389897857532084,XYZ-XYZ
L-M-CTr_x,R-F-TiTa_x,0.4388050862872726,XYZ-XYZ
L-H-CTr_x,L-M-TiTa_z,-0.43844635363885043,XYZ-XYZ
L-M-CTr_x,R-H-ThC_y,0.4382828909706105,XYZ-XYZ
L-M-TaG_x,Notum_x,-0.43788243526191667,XYZ-XYZ
R-F-TaG_x,R-WH_z,0.43725423042310685,XYZ-XYZ
L-M-TiTa_z,R-H-CTr_y,-0.4370447875503201,XYZ-XYZ
L-F-CTr_x,R-F-ThC_z,0.4368317674503881,XYZ-XYZ
R-M-CTr_x,R-M-TaG_z,0.4365890499087603,XYZ-XYZ
L-M-ThC_z,R-M-CTr_z,0.43644826141877435,XYZ-XYZ
L-M-ThC_x,L-M-TiTa_x,0.43552200798538576,XYZ-XYZ
L-M-TaG_x,R-F-ThC_y,0.4355021352461549,XYZ-XYZ
L-F-CTr_x,R-F-TiTa_x,0.43541966753692524,XYZ-XYZ
R-H-CTr_y,R-M-TaG_y,0.4353594506253338,XYZ-XYZ
L-H-CTr_y,L-M-CTr_z,-0.4346292117185976,XYZ-XYZ
L-H-TaG_z,R-H-CTr_z,0.4345812575008536,XYZ-XYZ
L-F-FeTi_x,L-F-ThC_x,0.4345782854082212,XYZ-XYZ
R-H-FeTi_y,R-H-TaG_x,0.43443122227222225,XYZ-XYZ
R-H-TaG_z,R-H-ThC_y,0.43390448027733064,XYZ-XYZ
L-H-CTr_x,L-H-FeTi_z,-0.4333785446467418,XYZ-XYZ
L-F-TaG_x,R-WH_z,0.43331251376563107,XYZ-XYZ
L-M-TiTa_z,R-H-CTr_x,-0.43301662108256306,XYZ-XYZ
L-H-CTr_z,L-M-CTr_y,-0.4325894728972511,XYZ-XYZ
L-H-CTr_x,R-F-FeTi_x,0.43228723838337135,XYZ-XYZ
L-F-TaG_z,L-H-ThC_y,-0.43228656783025027,XYZ-XYZ
L-M-TaG_z,R-F-CTr_x,-0.4322264460820621,XYZ-XYZ
R-F-CTr_y,R-M-CTr_y,0.43198521623539676,XYZ-XYZ
R-H-ThC_x,R-M-TaG_z,0.4316924959860743,XYZ-XYZ
L-M-FeTi_x,L-M-FeTi_y,-0.4315549026072213,XYZ-XYZ
L-H-TaG_y,L-H-TiTa_x,-0.43129824580923304,XYZ-XYZ
L-M-CTr_z,R-F-ThC_x,-0.43113627516741004,XYZ-XYZ
R-H-ThC_x,R-M-CTr_y,0.4309045799447717,XYZ-XYZ
L-M-ThC_x,R-F-TiTa_x,0.4307373429844643,XYZ-XYZ
L-M-FeTi_z,L-M-ThC_z,0.4303326357086944,XYZ-XYZ
L-M-ThC_x,R-M-TiTa_x,0.430250520989412,XYZ-XYZ
L-M-FeTi_x,L-M-TiTa_y,-0.4300583207421999,XYZ-XYZ
R-H-CTr_y,R-H-TiTa_z,-0.429868664570994,XYZ-XYZ
L-WH_z,Notum_y,0.42976614440615507,XYZ-XYZ
L-M-CTr_x,L-M-TaG_x,0.42892544836556284,XYZ-XYZ
R-F-TiTa_y,R-F-TiTa_z,-0.42848370566423605,XYZ-XYZ
L-F-CTr_x,R-M-TaG_z,0.42847361229128084,XYZ-XYZ
L-M-ThC_z,R-F-TaG_x,-0.4283487472200329,XYZ-XYZ
R-H-TaG_y,R-M-FeTi_y,0.4282238919226882,XYZ-XYZ
Notum_x,R-M-TaG_z,-0.4279857543503322,XYZ-XYZ
L-M-TaG_x,L-M-ThC_z,-0.4278263339264576,XYZ-XYZ
L-F-TiTa_x,L-M-ThC_x,0.4276681492257948,XYZ-XYZ
L-M-TaG_x,R-M-ThC_x,0.42736393251166516,XYZ-XYZ
L-M-TiTa_x,R-WH_z,0.4266178118252375,XYZ-XYZ
Notum_y,R-M-TaG_x,-0.4264999850735304,XYZ-XYZ
L-WH_z,R-M-CTr_z,0.42645327142388617,XYZ-XYZ
L-M-FeTi_z,Notum_z,-0.42623136269480616,XYZ-XYZ
R-H-ThC_x,R-M-CTr_z,-0.42577239555145674,XYZ-XYZ
L-H-ThC_x,L-M-TiTa_x,0.4251258035324324,XYZ-XYZ
L-F-TiTa_z,R-H-ThC_y,-0.4248297447538604,XYZ-XYZ
L-M-TiTa_x,R-F-ThC_x,0.42470478750581503,XYZ-XYZ
L-F-TaG_x,L-F-TaG_y,0.4245711059138409,XYZ-XYZ
L-H-FeTi_z,L-M-TaG_z,0.42435413951192996,XYZ-XYZ
L-M-CTr_x,R-F-TaG_x,0.4239295295466942,XYZ-XYZ
L-M-FeTi_z,R-F-ThC_y,-0.4237317503243522,XYZ-XYZ
R-M-CTr_x,R-M-CTr_y,0.4234322588732781,XYZ-XYZ
L-F-TiTa_x,Notum_x,-0.4232601655751756,XYZ-XYZ
L-H-TaG_z,R-H-TiTa_z,0.422530045251695,XYZ-XYZ
L-M-ThC_x,L-M-TiTa_z,-0.42240292258591317,XYZ-XYZ
R-F-FeTi_x,R-H-CTr_x,0.42237426319674126,XYZ-XYZ
L-H-ThC_x,L-M-FeTi_z,-0.42230313266801456,XYZ-XYZ
L-H-FeTi_z,R-H-CTr_y,-0.42228388786636756,XYZ-XYZ
L-F-ThC_y,R-H-CTr_x,0.42211098760548377,XYZ-XYZ
L-M-FeTi_x,L-M-TaG_z,0.4220120410347204,XYZ-XYZ
R-H-CTr_y,R-M-ThC_y,0.42125072842253874,XYZ-XYZ
R-M-FeTi_x,R-M-TaG_z,-0.4209408973090159,XYZ-XYZ
L-F-CTr_x,L-M-TaG_x,0.4207066332532403,XYZ-XYZ
L-F-CTr_x,R-F-TaG_x,0.42070306179257694,XYZ-XYZ
L-F-ThC_x,L-M-TiTa_x,0.4198079168379265,XYZ-XYZ
L-M-TaG_x,R-M-ThC_y,0.4195001170295866,XYZ-XYZ
L-F-FeTi_x,R-F-ThC_x,0.41942245920129473,XYZ-XYZ
L-F-TaG_x,L-M-CTr_x,0.4191826498575853,XYZ-XYZ
L-F-FeTi_z,L-M-TaG_z,0.41909529547522917,XYZ-XYZ
L-M-CTr_z,R-F-CTr_x,-0.4188047173483259,XYZ-XYZ
L-M-FeTi_x,L-M-TiTa_z,0.4185843827126506,XYZ-XYZ
L-H-CTr_x,L-H-FeTi_y,-0.418078521382397,XYZ-XYZ
L-M-FeTi_z,R-M-ThC_x,-0.4180779769021111,XYZ-XYZ
L-H-ThC_z,R-M-TaG_z,0.41733977536135347,XYZ-XYZ
R-F-ThC_z,R-H-ThC_y,0.41676038867654114,XYZ-XYZ
L-F-TiTa_x,L-H-CTr_x,0.41606643942816407,XYZ-XYZ
L-M-CTr_z,L-M-TiTa_z,0.4156678298317364,XYZ-XYZ
L-H-CTr_x,L-M-TiTa_x,0.41548469036947117,XYZ-XYZ
L-F-TaG_x,R-H-ThC_x,0.41546630341635143,XYZ-XYZ
L-F-FeTi_z,L-F-ThC_y,-0.41505342338453505,XYZ-XYZ
L-H-CTr_z,R-H-TaG_x,-0.4146820814766618,XYZ-XYZ
L-F-FeTi_z,L-M-CTr_y,-0.4140649531974797,XYZ-XYZ
L-M-CTr_z,R-M-ThC_x,-0.4138128120278298,XYZ-XYZ
L-M-TaG_x,R-H-ThC_y,0.41203049833924366,XYZ-XYZ
L-F-TaG_z,L-M-TaG_z,0.4120005071347683,XYZ-XYZ
R-H-CTr_y,R-M-CTr_z,-0.41188930718981354,XYZ-XYZ
L-H-ThC_y,R-H-TaG_z,0.4115874528571404,XYZ-XYZ
L-H-TaG_z,L-M-CTr_x,-0.41109689445871384,XYZ-XYZ
R-F-ThC_z,R-M-ThC_y,0.41108956376576233,XYZ-XYZ
L-M-CTr_z,L-M-ThC_x,-0.4109428059870675,XYZ-XYZ
L-F-ThC_y,L-M-ThC_x,0.4109281697976516,XYZ-XYZ
R-H-TaG_x,R-M-CTr_y,0.4108400715865779,XYZ-XYZ
L-H-ThC_y,R-M-TaG_z,0.4107536223045196,XYZ-XYZ
L-M-CTr_x,L-M-FeTi_z,-0.4102184405218944,XYZ-XYZ
L-M-TiTa_x,R-M-CTr_x,0.40951633851367225,XYZ-XYZ
L-F-TaG_x,L-H-ThC_x,0.4094654838674728,XYZ-XYZ
L-WH_z,R-H-CTr_z,0.4094336945021307,XYZ-XYZ
L-M-CTr_x,R-M-TaG_z,0.40941379558708757,XYZ-XYZ
L-F-FeTi_x,L-H-ThC_x,0.40911842076050225,XYZ-XYZ
L-M-FeTi_z,R-H-CTr_y,-0.4090402392538595,XYZ-XYZ
R-H-TaG_y,R-M-TiTa_y,0.40880517890865137,XYZ-XYZ
L-F-TaG_x,Notum_x,-0.4082880777734295,XYZ-XYZ
L-M-ThC_x,R-F-TaG_x,0.4077610987993508,XYZ-XYZ
R-F-ThC_x,R-M-CTr_y,0.40708536577956184,XYZ-XYZ
R-H-CTr_x,R-H-FeTi_x,0.4062105512199943,XYZ-XYZ
L-H-ThC_z,R-M-FeTi_x,-0.40569987910127003,XYZ-XYZ
L-F-TaG_x,R-M-CTr_x,0.40556077538308205,XYZ-XYZ
L-F-CTr_y,L-F-ThC_y,0.4054216145105429,XYZ-XYZ
L-WH_x,R-M-CTr_y,0.4053389263961418,XYZ-XYZ
L-M-TaG_z,L-WH_z,0.4051421455376507,XYZ-XYZ
R-H-TaG_x,R-M-TaG_y,0.40480916275094836,XYZ-XYZ
L-H-CTr_z,R-H-CTr_y,-0.40411369735729025,XYZ-XYZ
L-M-ThC_x,R-H-ThC_z,0.4031933619495172,XYZ-XYZ
Notum_x,R-F-TiTa_x,-0.4029566792104749,XYZ-XYZ
L-H-TaG_z,L-M-TaG_z,0.40292898863966786,XYZ-XYZ
R-F-CTr_y,R-M-ThC_y,0.40279548839740925,XYZ-XYZ
L-M-CTr_z,R-H-ThC_x,-0.4027372199399463,XYZ-XYZ
L-F-ThC_x,L-M-FeTi_z,-0.40246164445325455,XYZ-XYZ
L-F-TaG_x,R-M-ThC_x,0.40211299733911016,XYZ-XYZ
L-F-CTr_y,L-M-CTr_y,0.4017179279869376,XYZ-XYZ
R-H-ThC_x,R-H-ThC_z,0.4015152524808883,XYZ-XYZ
R-F-FeTi_x,R-H-ThC_y,0.40102571916372226,XYZ-XYZ
L-H-CTr_z,L-H-ThC_z,0.4008913014742118,XYZ-XYZ
R-M-FeTi_z,R-M-TiTa_x,-0.400726514684199,XYZ-XYZ
L-M-CTr_x,R-M-CTr_z,-0.40037309722109793,XYZ-XYZ
Notum_z,R-H-TaG_z,0.3996889785366693,XYZ-XYZ
L-M-CTr_x,R-M-TiTa_x,0.39952804162957073,XYZ-XYZ
L-F-CTr_x,L-M-CTr_z,-0.3989678522190252,XYZ-XYZ
