Variable 1,Variable 2,Correlation
L-F-FeTi_y,L-H-CTr_y,0.3716674870007499
L-M-CTr_z,R-M-ThC_y,-0.3714614669438584
L-M-TaG_z,R-WH_z,-0.37121265542855614
R-H-TaG_x,R-H-ThC_z,0.371158784976844
L-H-TaG_x,R-H-TaG_z,0.37059071449029013
R-F-CTr_x,R-F-ThC_y,0.3705760497960779
L-H-TiTa_x,L-M-CTr_y,-0.3700517698265046
L-H-CTr_x,L-H-TaG_x,0.370025936608523
R-H-TaG_y,R-WH_y,0.36981895485485616
L-F-TaG_y,L-M-TiTa_y,0.3694543982550928
L-M-ThC_z,R-WH_z,-0.36929274378999405
L-H-TaG_x,L-H-TaG_z,0.3692273140123835
L-H-CTr_z,L-M-TaG_y,-0.3688415406365044
L-H-TaG_x,R-H-TiTa_z,0.36881986360146246
L-H-CTr_z,L-WH_x,0.36870433474704367
R-F-CTr_x,R-H-ThC_x,0.36862781600922917
L-M-TiTa_y,R-H-TaG_z,-0.367588809430131
R-M-TaG_x,R-M-TiTa_y,0.3675716171197815
L-H-TaG_x,L-H-TiTa_z,0.36745268309198187
L-M-ThC_z,Notum_z,-0.36744340524570573
L-M-CTr_y,L-M-CTr_z,-0.36716211299776086
L-H-CTr_y,R-H-TiTa_z,-0.36714423628453746
R-H-FeTi_z,R-H-TiTa_x,0.36676299935589946
L-H-CTr_z,L-M-TiTa_y,-0.36670147974462663
R-F-TiTa_x,R-F-TiTa_y,-0.36670145869088316
L-M-ThC_y,R-M-ThC_z,-0.3664269217822141
L-M-ThC_y,R-F-ThC_y,0.36428276773925167
R-H-FeTi_z,R-H-ThC_y,0.3635022120054513
L-M-TaG_y,R-H-FeTi_z,-0.36306482947148044
L-F-TiTa_y,L-M-TaG_y,0.36247183768764324
R-H-CTr_x,R-WH_z,0.3612971088022786
L-M-TiTa_y,R-H-FeTi_z,-0.36123409429437775
L-F-CTr_x,L-M-CTr_y,0.36089917164551083
L-WH_y,R-WH_y,-0.3608047808780882
R-H-ThC_x,R-WH_z,0.36070369667888486
L-F-TaG_z,L-F-TiTa_y,-0.3606089868691628
L-H-CTr_z,L-M-FeTi_x,0.36023959689010965
L-F-TiTa_x,L-H-CTr_y,0.36003059227843937
L-F-TaG_y,L-M-FeTi_y,0.3599789225294625
L-F-TiTa_y,L-M-TiTa_y,0.3593973827836683
L-H-TiTa_x,R-H-TaG_z,0.359125113754537
R-H-ThC_z,R-M-ThC_z,0.35862833100492186
L-F-ThC_x,L-M-FeTi_x,0.3584024739709508
L-H-ThC_z,Notum_x,0.3576753023967936
R-H-CTr_z,R-M-TaG_x,-0.3569525798405418
L-M-FeTi_y,R-H-FeTi_z,-0.3566485928428619
L-H-CTr_z,R-M-TaG_x,-0.3566327024215507
L-M-ThC_x,R-H-TaG_z,0.3561037033062653
L-F-CTr_x,L-M-TiTa_y,0.3560785474970215
L-H-CTr_z,R-WH_y,0.35564966131821213
L-M-FeTi_x,R-WH_z,-0.355597746911563
L-H-TaG_y,L-M-CTr_y,0.355115669931949
L-H-CTr_z,L-H-TaG_y,-0.3532448522522256
L-M-ThC_y,R-H-ThC_z,-0.35311735409957495
L-M-CTr_z,R-F-ThC_z,-0.3530881723834913
L-F-FeTi_x,R-F-CTr_x,0.3527823362153586
R-H-ThC_x,R-H-ThC_z,0.3526383143344214
R-H-CTr_y,R-H-TiTa_y,0.3521859600606793
L-H-TiTa_y,L-M-CTr_y,0.3516590533572927
L-H-FeTi_z,R-H-CTr_z,0.3514102009473339
R-M-ThC_y,R-WH_z,0.351300795560238
L-H-ThC_z,Notum_z,0.3510770538499202
R-H-CTr_y,R-H-TaG_y,0.3509429476544081
L-H-ThC_z,R-WH_z,0.35025372958252987
L-H-TaG_x,L-M-CTr_z,0.3500867404022974
L-H-TiTa_y,L-M-TiTa_y,0.34998212419021996
R-F-ThC_y,R-H-CTr_z,-0.3499701853573164
L-F-TiTa_y,L-M-FeTi_y,0.34968286399676707
L-H-TiTa_z,R-M-TiTa_x,-0.34933539392658397
R-F-CTr_x,R-M-ThC_x,0.3489915715231967
R-H-ThC_z,R-H-TiTa_z,0.34892128992217586
L-F-TiTa_x,L-M-FeTi_y,0.3489091384628956
L-F-FeTi_z,L-F-ThC_x,-0.34883043432864536
L-M-FeTi_y,R-H-FeTi_x,-0.3486452911009906
L-H-CTr_y,R-F-CTr_x,0.3481105226848795
L-M-CTr_z,R-H-ThC_z,0.34796437487733467
L-H-TiTa_x,R-H-TiTa_z,0.347582719928673
R-H-CTr_y,R-WH_x,-0.3472968617192641
L-M-TaG_z,R-F-ThC_z,-0.3467706932703773
L-F-FeTi_x,L-F-ThC_x,0.34642493945582775
Notum_z,R-H-CTr_z,-0.3461723315782576
L-M-TaG_y,R-H-FeTi_x,-0.34606830111184494
L-M-ThC_x,R-F-CTr_x,0.3457837854949409
L-H-CTr_y,L-H-FeTi_z,-0.3455965779311612
L-H-FeTi_y,L-M-CTr_y,0.3450608985799822
L-H-ThC_z,L-M-TiTa_z,-0.3441164314934114
Notum_z,R-M-ThC_y,0.3438512514617825
L-F-TaG_x,L-M-FeTi_y,0.3436916901279222
Notum_x,R-F-ThC_x,-0.3433518745051726
L-M-CTr_z,R-H-TiTa_z,0.34297705607340173
L-H-TaG_y,L-M-CTr_z,-0.3425426125524492
L-M-FeTi_x,L-M-FeTi_z,0.3421107161101685
L-F-ThC_z,R-F-ThC_z,-0.3418695213125586
L-H-ThC_x,R-M-ThC_y,0.34180619468625045
L-WH_x,R-H-CTr_y,0.34135804521397695
R-F-ThC_x,R-WH_z,0.3402855023187054
R-F-TaG_z,R-F-ThC_z,0.34026716165077014
L-H-TiTa_z,L-M-TiTa_y,-0.33984929637138317
L-F-CTr_x,L-M-TaG_y,0.3396522497876532
L-H-FeTi_x,L-WH_z,-0.33953693728109946
R-H-ThC_y,R-WH_z,-0.33914709774924345
L-H-TiTa_x,L-M-CTr_z,0.338883528182037
L-M-FeTi_z,L-M-TiTa_x,0.3385278843670973
L-F-TaG_x,L-H-CTr_y,0.3377074404685118
L-H-TiTa_z,L-M-TaG_y,-0.3376192653146604
L-H-TaG_x,R-H-TiTa_y,0.33760154227670325
L-F-CTr_y,L-H-CTr_y,0.3373970233382975
L-WH_z,R-M-CTr_x,-0.3367063455723191
Notum_y,R-F-ThC_x,-0.3364514952868539
L-H-ThC_y,L-H-ThC_z,0.33643026514676216
Notum_x,R-H-ThC_x,-0.336182777187347
L-F-ThC_x,R-H-ThC_z,0.3361351635508303
L-M-TiTa_y,R-H-FeTi_x,-0.3359438168778476
L-F-TiTa_x,L-M-TiTa_y,0.3359196463269352
L-H-TaG_z,R-H-ThC_y,0.3357582368446575
L-H-TiTa_y,L-M-TaG_y,0.33514681168659916
L-M-TaG_x,L-M-TiTa_z,0.3350007480307818
L-H-TaG_x,R-H-FeTi_x,0.3347219970399839
L-F-FeTi_x,R-H-FeTi_y,-0.3347168137891334
R-M-TaG_z,R-M-TiTa_x,-0.3346361553513547
L-F-TiTa_x,L-M-CTr_y,0.3344556780266146
L-H-ThC_z,L-WH_z,0.33421263080787367
L-F-TaG_y,R-H-TaG_z,-0.3341908400494859
L-H-CTr_y,R-H-FeTi_z,-0.33385740368705963
L-H-CTr_x,R-H-CTr_x,0.33362204208116364
L-F-ThC_y,L-M-TaG_z,-0.3335971467121177
L-F-TaG_y,L-M-CTr_z,-0.33350325719804075
R-H-FeTi_z,R-H-TaG_x,0.33348042945791506
R-F-FeTi_z,R-F-ThC_z,0.3328414979894841
L-M-TiTa_z,R-F-ThC_y,-0.332602592735525
L-F-FeTi_y,R-F-ThC_y,0.33182492895166105
L-F-TaG_x,L-M-TiTa_y,0.3315821918334248
L-H-TaG_x,R-H-FeTi_z,0.3315434664070284
L-M-ThC_z,R-H-ThC_x,-0.33146370096229266
R-H-TaG_z,R-H-TiTa_y,0.33145813664671253
L-M-TiTa_z,Notum_y,0.33076010151135216
L-H-TiTa_z,R-F-ThC_z,-0.3301471178094227
R-F-ThC_y,R-M-CTr_z,-0.32955605725512677
R-H-FeTi_x,R-H-TaG_z,0.3293589231456436
L-F-ThC_y,L-H-CTr_z,-0.32908141364167565
R-H-ThC_y,R-H-ThC_z,0.3286716000622327
L-H-TiTa_x,R-H-TiTa_y,0.32837387183748684
Notum_x,R-M-CTr_x,-0.32830429722326554
R-H-ThC_z,R-M-CTr_x,0.3281814466812503
L-H-ThC_y,R-M-ThC_z,-0.3280117497323305
L-H-CTr_z,R-M-TiTa_x,-0.3272689671705204
R-H-CTr_z,R-H-ThC_z,0.3272445054747642
L-F-TaG_x,L-M-TaG_y,0.3269988416887375
L-H-CTr_y,R-WH_x,-0.32699518882352135
L-F-TiTa_x,L-M-TaG_y,0.32628777577005136
L-H-CTr_x,L-H-FeTi_y,-0.32577012015273926
L-F-FeTi_z,L-H-CTr_y,-0.32569529645718115
L-H-CTr_z,R-H-ThC_z,0.3256640130535924
L-F-FeTi_x,R-M-CTr_x,0.32496027302957825
L-H-ThC_z,L-M-FeTi_z,-0.32450462549655323
L-F-CTr_x,L-M-ThC_x,0.3243696117670401
L-H-TiTa_x,R-H-FeTi_x,0.32360557496521825
L-M-ThC_y,R-H-ThC_x,-0.3235885754496255
R-H-TaG_x,R-WH_y,0.32294781770212344
R-H-CTr_y,R-M-FeTi_y,0.32271111000325703
L-M-ThC_z,R-M-ThC_x,-0.3224238467360502
L-H-FeTi_y,L-H-FeTi_z,0.32211293172560224
L-H-TiTa_x,L-H-TiTa_y,-0.32132756566014886
R-F-ThC_z,R-WH_z,0.3213199531635702
Notum_y,R-H-ThC_z,0.3208411136036447
R-H-FeTi_z,R-H-ThC_z,0.3207813181698806
R-M-CTr_x,R-M-ThC_y,0.3205611119160918
L-M-FeTi_x,R-H-ThC_y,0.320360720339015
L-F-FeTi_y,L-H-CTr_z,-0.3198380305988311
L-M-CTr_y,L-WH_x,0.3188005517478721
L-H-CTr_y,L-M-CTr_z,-0.3182363663025903
L-H-FeTi_x,L-WH_x,0.3176343628784289
L-F-FeTi_z,R-WH_x,0.31752935342296934
R-M-CTr_x,R-M-FeTi_x,0.3173462221351581
R-H-CTr_y,R-M-TiTa_y,0.31702086661006157
L-M-CTr_z,L-M-ThC_x,0.31700230885730996
L-H-TiTa_y,L-M-FeTi_y,0.3166313905413828
L-F-FeTi_z,R-F-CTr_x,-0.31645752464630506
R-M-ThC_y,R-M-ThC_z,-0.31623580062850587
L-F-FeTi_y,L-H-TaG_z,-0.31585023972910314
L-H-FeTi_x,R-F-ThC_y,-0.31584118632445984
L-M-CTr_z,R-M-CTr_z,0.31563217458321907
L-F-ThC_y,L-H-CTr_x,-0.31549033814685035
L-H-FeTi_x,L-M-TiTa_y,-0.31495786042770185
Notum_z,R-M-ThC_z,-0.314800729612377
L-M-CTr_x,Notum_x,-0.31476482426856756
R-F-FeTi_x,R-F-ThC_x,0.3142526804414772
L-H-TiTa_z,R-F-CTr_x,-0.314191822705536
L-F-FeTi_y,L-H-TiTa_z,-0.3136536215273352
L-H-ThC_z,R-H-ThC_z,-0.31260750081760835
L-F-TaG_z,L-F-ThC_x,-0.31241444653710315
R-M-FeTi_y,R-M-TiTa_x,0.31225085315146817
L-F-TiTa_y,L-M-CTr_y,0.31221214591967567
R-H-CTr_y,R-H-FeTi_x,0.3110848894157966
R-M-CTr_y,R-M-ThC_y,0.31088883005306134
L-H-ThC_y,Notum_y,0.31083549553042167
L-F-CTr_x,L-M-ThC_z,-0.3106680753428676
R-F-TaG_y,R-F-TaG_z,-0.31046535432165506
L-H-FeTi_x,L-M-TaG_y,-0.3103517193246981
L-H-TiTa_x,R-H-FeTi_z,0.3102721027803789
L-WH_x,R-H-TaG_z,0.31021854610314437
L-H-FeTi_x,Notum_y,0.3093368243492056
R-F-FeTi_y,R-F-ThC_z,-0.30901859954501043
L-M-ThC_z,R-H-CTr_x,-0.3088776774044184
L-WH_x,R-F-ThC_y,-0.307912895206708
L-M-CTr_z,R-M-ThC_z,0.3078989194368991
R-F-FeTi_z,R-WH_z,0.3075071249554232
L-F-FeTi_y,R-H-TiTa_z,-0.30631102136644434
L-F-TiTa_x,R-M-CTr_x,0.3062127227780586
L-M-ThC_x,R-M-TaG_z,0.3060237053097448
L-M-ThC_z,R-F-ThC_x,-0.30589438476299935
L-M-ThC_y,R-M-ThC_y,0.30553903954870104
L-F-ThC_x,L-F-TiTa_x,0.30546087376475806
L-M-TaG_z,Notum_z,-0.3053839188186355
L-M-ThC_z,Notum_x,-0.3053124574617761
R-H-FeTi_y,R-M-CTr_y,0.30502590348558056
L-H-ThC_x,R-H-CTr_x,0.3048338217350271
L-F-CTr_z,R-F-CTr_z,0.30471604692085513
L-F-TiTa_z,L-M-CTr_y,-0.3045427449170604
L-H-ThC_y,R-M-ThC_y,0.30451919475523176
L-F-TaG_y,L-H-TaG_z,-0.3042914660368204
L-H-CTr_z,R-M-CTr_z,0.3041705636749407
L-WH_y,R-H-FeTi_x,-0.3037970850182777
L-H-TiTa_z,Notum_y,0.30378455928373516
R-H-ThC_y,R-M-CTr_z,0.30369225503644737
R-F-FeTi_x,R-M-CTr_x,0.30335768752206077
L-F-TaG_y,L-H-CTr_z,-0.30275482978752266
L-F-TiTa_x,R-F-CTr_x,0.30274776657334806
L-H-FeTi_x,L-M-ThC_x,0.3024852066154306
L-H-TaG_x,R-H-TaG_y,0.3024511391075612
L-H-CTr_x,R-H-ThC_z,0.30222240168543263
L-WH_x,R-H-CTr_z,0.3021884896888809
L-F-TaG_y,R-H-TiTa_z,-0.3021787301497724
R-H-CTr_z,R-M-TiTa_y,-0.3016886404173136
L-M-TaG_z,L-M-TiTa_x,0.3016523549969811
L-F-TiTa_y,L-M-CTr_z,-0.3014941675193855
L-M-FeTi_x,R-H-TaG_z,0.3014823371771333
L-H-FeTi_z,R-F-ThC_y,-0.3004214006997335
L-H-FeTi_x,L-M-CTr_y,-0.3002893971171218
L-F-TaG_x,L-M-CTr_y,0.30014392223988706
L-H-ThC_x,L-M-TaG_z,-0.3000893458321495
L-H-TaG_z,R-F-CTr_x,-0.30007570911716486
L-H-FeTi_x,R-H-ThC_y,0.30002552719254216
